id	hate_type	hate_severity	to_whom	model
39268	None	Little to None	None	csebuetnlp/banglabert
195742	None	Little to None	None	csebuetnlp/banglabert
624006	Political Hate	Mild	Organization	csebuetnlp/banglabert
821714	None	Little to None	None	csebuetnlp/banglabert
932881	None	Little to None	None	csebuetnlp/banglabert
927697	Abusive	Severe	Community	csebuetnlp/banglabert
561831	Political Hate	Mild	Organization	csebuetnlp/banglabert
147405	Abusive	Little to None	None	csebuetnlp/banglabert
494714	None	Little to None	None	csebuetnlp/banglabert
94452	None	Little to None	None	csebuetnlp/banglabert
109748	Abusive	Little to None	None	csebuetnlp/banglabert
178516	None	Little to None	None	csebuetnlp/banglabert
523045	Abusive	Little to None	Individual	csebuetnlp/banglabert
929718	Profane	Severe	Individual	csebuetnlp/banglabert
7512	Abusive	Little to None	None	csebuetnlp/banglabert
497912	Abusive	Little to None	None	csebuetnlp/banglabert
3934	Abusive	Little to None	Society	csebuetnlp/banglabert
266354	Political Hate	Mild	Organization	csebuetnlp/banglabert
50344	None	Little to None	None	csebuetnlp/banglabert
546395	None	Little to None	None	csebuetnlp/banglabert
859986	Abusive	Mild	Organization	csebuetnlp/banglabert
95001	Profane	Severe	Individual	csebuetnlp/banglabert
228080	None	Little to None	Individual	csebuetnlp/banglabert
102582	None	Little to None	Individual	csebuetnlp/banglabert
807409	None	Little to None	None	csebuetnlp/banglabert
935706	Abusive	Little to None	Individual	csebuetnlp/banglabert
385956	Political Hate	Little to None	None	csebuetnlp/banglabert
876039	None	Little to None	None	csebuetnlp/banglabert
157415	None	Little to None	None	csebuetnlp/banglabert
205465	Profane	Severe	Individual	csebuetnlp/banglabert
615005	Political Hate	Mild	Organization	csebuetnlp/banglabert
240869	Abusive	Little to None	None	csebuetnlp/banglabert
372994	Abusive	Severe	Community	csebuetnlp/banglabert
444019	None	Little to None	None	csebuetnlp/banglabert
472721	None	Little to None	None	csebuetnlp/banglabert
901710	None	Little to None	None	csebuetnlp/banglabert
123394	Profane	Severe	Individual	csebuetnlp/banglabert
758190	Political Hate	Mild	Organization	csebuetnlp/banglabert
828286	Profane	Severe	Individual	csebuetnlp/banglabert
107763	Abusive	Little to None	Individual	csebuetnlp/banglabert
676389	Abusive	Little to None	None	csebuetnlp/banglabert
923219	None	Little to None	None	csebuetnlp/banglabert
886300	None	Little to None	None	csebuetnlp/banglabert
41268	None	Little to None	None	csebuetnlp/banglabert
452043	Abusive	Mild	Community	csebuetnlp/banglabert
24785	None	Little to None	None	csebuetnlp/banglabert
214082	Political Hate	Mild	Organization	csebuetnlp/banglabert
139162	None	Little to None	None	csebuetnlp/banglabert
760971	None	Little to None	None	csebuetnlp/banglabert
12874	Abusive	Mild	Society	csebuetnlp/banglabert
716891	None	Little to None	None	csebuetnlp/banglabert
359727	Abusive	Severe	Community	csebuetnlp/banglabert
114631	Political Hate	Mild	Organization	csebuetnlp/banglabert
801584	None	Little to None	None	csebuetnlp/banglabert
634663	None	Little to None	None	csebuetnlp/banglabert
62360	None	Little to None	None	csebuetnlp/banglabert
48313	Abusive	Little to None	Individual	csebuetnlp/banglabert
34938	None	Little to None	None	csebuetnlp/banglabert
675816	None	Little to None	None	csebuetnlp/banglabert
414879	None	Little to None	None	csebuetnlp/banglabert
640288	None	Little to None	None	csebuetnlp/banglabert
94822	None	Little to None	None	csebuetnlp/banglabert
166996	None	Little to None	None	csebuetnlp/banglabert
120572	None	Little to None	None	csebuetnlp/banglabert
111193	Abusive	Little to None	None	csebuetnlp/banglabert
369225	None	Little to None	None	csebuetnlp/banglabert
184411	Political Hate	Severe	Organization	csebuetnlp/banglabert
707555	None	Little to None	None	csebuetnlp/banglabert
566720	Profane	Severe	Individual	csebuetnlp/banglabert
140176	None	Little to None	None	csebuetnlp/banglabert
38817	Abusive	Little to None	None	csebuetnlp/banglabert
227515	Political Hate	Mild	Organization	csebuetnlp/banglabert
899295	None	Little to None	None	csebuetnlp/banglabert
926615	Political Hate	Mild	Organization	csebuetnlp/banglabert
221727	None	Little to None	None	csebuetnlp/banglabert
70567	Abusive	Little to None	Individual	csebuetnlp/banglabert
465292	None	Little to None	None	csebuetnlp/banglabert
769162	None	Little to None	None	csebuetnlp/banglabert
848690	Profane	Severe	Individual	csebuetnlp/banglabert
119707	None	Little to None	None	csebuetnlp/banglabert
931034	Abusive	Mild	Individual	csebuetnlp/banglabert
79612	None	Little to None	None	csebuetnlp/banglabert
135661	Abusive	Little to None	None	csebuetnlp/banglabert
738000	None	Little to None	None	csebuetnlp/banglabert
35449	None	Little to None	None	csebuetnlp/banglabert
763819	None	Little to None	None	csebuetnlp/banglabert
53316	None	Little to None	None	csebuetnlp/banglabert
466063	Political Hate	Severe	Organization	csebuetnlp/banglabert
348338	None	Little to None	None	csebuetnlp/banglabert
934615	None	Little to None	None	csebuetnlp/banglabert
834548	None	Little to None	None	csebuetnlp/banglabert
180175	None	Little to None	None	csebuetnlp/banglabert
228243	None	Little to None	None	csebuetnlp/banglabert
826578	Abusive	Mild	Society	csebuetnlp/banglabert
185010	Political Hate	Mild	Organization	csebuetnlp/banglabert
639126	None	Little to None	None	csebuetnlp/banglabert
849059	Political Hate	Little to None	Organization	csebuetnlp/banglabert
856980	None	Little to None	None	csebuetnlp/banglabert
388739	Abusive	Little to None	None	csebuetnlp/banglabert
835399	Profane	Severe	Individual	csebuetnlp/banglabert
765271	Abusive	Little to None	None	csebuetnlp/banglabert
244804	None	Little to None	None	csebuetnlp/banglabert
867962	None	Little to None	None	csebuetnlp/banglabert
741333	None	Little to None	None	csebuetnlp/banglabert
249350	None	Little to None	None	csebuetnlp/banglabert
713791	None	Little to None	None	csebuetnlp/banglabert
306999	None	Little to None	None	csebuetnlp/banglabert
28556	None	Little to None	None	csebuetnlp/banglabert
74299	Abusive	Mild	Organization	csebuetnlp/banglabert
314054	Profane	Severe	Individual	csebuetnlp/banglabert
558703	None	Little to None	None	csebuetnlp/banglabert
14963	None	Little to None	None	csebuetnlp/banglabert
422635	None	Little to None	None	csebuetnlp/banglabert
470543	Profane	Severe	Individual	csebuetnlp/banglabert
570107	None	Little to None	None	csebuetnlp/banglabert
729521	Profane	Severe	Community	csebuetnlp/banglabert
567295	Political Hate	Mild	Organization	csebuetnlp/banglabert
44606	Political Hate	Mild	Organization	csebuetnlp/banglabert
561963	None	Little to None	None	csebuetnlp/banglabert
630365	None	Little to None	None	csebuetnlp/banglabert
903565	None	Little to None	None	csebuetnlp/banglabert
738879	None	Little to None	None	csebuetnlp/banglabert
390607	None	Little to None	None	csebuetnlp/banglabert
692550	None	Little to None	None	csebuetnlp/banglabert
55949	Abusive	Mild	Individual	csebuetnlp/banglabert
454064	None	Little to None	None	csebuetnlp/banglabert
837235	None	Little to None	None	csebuetnlp/banglabert
371918	None	Little to None	None	csebuetnlp/banglabert
848781	Abusive	Severe	Community	csebuetnlp/banglabert
912473	None	Little to None	None	csebuetnlp/banglabert
469957	None	Little to None	None	csebuetnlp/banglabert
110797	Abusive	Severe	Individual	csebuetnlp/banglabert
693434	Abusive	Mild	Individual	csebuetnlp/banglabert
78406	None	Little to None	None	csebuetnlp/banglabert
46963	None	Little to None	None	csebuetnlp/banglabert
57709	Profane	Severe	Individual	csebuetnlp/banglabert
789298	Abusive	Severe	Community	csebuetnlp/banglabert
809835	None	Little to None	None	csebuetnlp/banglabert
214396	Profane	Severe	Individual	csebuetnlp/banglabert
622943	None	Little to None	None	csebuetnlp/banglabert
443407	None	Little to None	None	csebuetnlp/banglabert
327587	Abusive	Mild	Organization	csebuetnlp/banglabert
437844	None	Little to None	None	csebuetnlp/banglabert
221872	None	Little to None	Individual	csebuetnlp/banglabert
336045	None	Little to None	None	csebuetnlp/banglabert
375881	None	Little to None	None	csebuetnlp/banglabert
430379	Abusive	Mild	Individual	csebuetnlp/banglabert
169430	None	Little to None	None	csebuetnlp/banglabert
294172	None	Little to None	None	csebuetnlp/banglabert
89541	None	Little to None	None	csebuetnlp/banglabert
268632	Abusive	Mild	Organization	csebuetnlp/banglabert
805518	None	Little to None	None	csebuetnlp/banglabert
566818	Political Hate	Severe	Individual	csebuetnlp/banglabert
607062	Abusive	Mild	Individual	csebuetnlp/banglabert
867573	None	Little to None	None	csebuetnlp/banglabert
605692	Political Hate	Mild	Individual	csebuetnlp/banglabert
326477	Abusive	Little to None	Individual	csebuetnlp/banglabert
509063	None	Little to None	None	csebuetnlp/banglabert
232984	None	Little to None	None	csebuetnlp/banglabert
153943	Political Hate	Little to None	Organization	csebuetnlp/banglabert
689880	Political Hate	Mild	Organization	csebuetnlp/banglabert
319374	None	Little to None	None	csebuetnlp/banglabert
742836	None	Little to None	None	csebuetnlp/banglabert
238027	None	Little to None	None	csebuetnlp/banglabert
293070	Political Hate	Mild	Individual	csebuetnlp/banglabert
852509	Abusive	Little to None	Individual	csebuetnlp/banglabert
113697	None	Little to None	None	csebuetnlp/banglabert
404559	Political Hate	Mild	Organization	csebuetnlp/banglabert
367504	Abusive	Mild	Community	csebuetnlp/banglabert
312455	Abusive	Mild	Community	csebuetnlp/banglabert
95986	None	Little to None	None	csebuetnlp/banglabert
250108	Abusive	Mild	Organization	csebuetnlp/banglabert
306720	Abusive	Severe	Individual	csebuetnlp/banglabert
827471	Abusive	Little to None	Individual	csebuetnlp/banglabert
409654	Profane	Severe	Organization	csebuetnlp/banglabert
179580	None	Little to None	None	csebuetnlp/banglabert
54157	Abusive	Little to None	Community	csebuetnlp/banglabert
565214	None	Little to None	None	csebuetnlp/banglabert
157628	None	Little to None	None	csebuetnlp/banglabert
524389	None	Little to None	None	csebuetnlp/banglabert
625151	Political Hate	Mild	Organization	csebuetnlp/banglabert
41456	None	Little to None	None	csebuetnlp/banglabert
809670	Profane	Severe	Individual	csebuetnlp/banglabert
470773	None	Little to None	None	csebuetnlp/banglabert
139862	Abusive	Little to None	None	csebuetnlp/banglabert
526507	Abusive	Little to None	None	csebuetnlp/banglabert
788998	None	Little to None	None	csebuetnlp/banglabert
360237	None	Little to None	None	csebuetnlp/banglabert
851562	None	Little to None	None	csebuetnlp/banglabert
672289	Abusive	Mild	Individual	csebuetnlp/banglabert
748338	Abusive	Severe	Individual	csebuetnlp/banglabert
160373	None	Little to None	None	csebuetnlp/banglabert
722951	Abusive	Little to None	Individual	csebuetnlp/banglabert
57770	Abusive	Mild	None	csebuetnlp/banglabert
826087	None	Little to None	None	csebuetnlp/banglabert
374588	Abusive	Mild	Society	csebuetnlp/banglabert
410682	None	Little to None	None	csebuetnlp/banglabert
772372	None	Little to None	None	csebuetnlp/banglabert
84041	Profane	Severe	Individual	csebuetnlp/banglabert
216995	Abusive	Mild	Organization	csebuetnlp/banglabert
463848	None	Little to None	None	csebuetnlp/banglabert
478943	Abusive	Little to None	Individual	csebuetnlp/banglabert
742536	None	Little to None	None	csebuetnlp/banglabert
642569	Abusive	Mild	Individual	csebuetnlp/banglabert
178538	Abusive	Little to None	Individual	csebuetnlp/banglabert
489884	None	Little to None	None	csebuetnlp/banglabert
656697	None	Little to None	None	csebuetnlp/banglabert
309209	None	Little to None	None	csebuetnlp/banglabert
887989	None	Little to None	None	csebuetnlp/banglabert
660054	None	Little to None	None	csebuetnlp/banglabert
210475	None	Little to None	None	csebuetnlp/banglabert
209867	Profane	Severe	Organization	csebuetnlp/banglabert
467547	None	Little to None	None	csebuetnlp/banglabert
851586	Abusive	Mild	Individual	csebuetnlp/banglabert
14311	Abusive	Little to None	Society	csebuetnlp/banglabert
793203	Abusive	Little to None	Society	csebuetnlp/banglabert
123927	None	Little to None	None	csebuetnlp/banglabert
717771	None	Little to None	None	csebuetnlp/banglabert
584197	None	Little to None	None	csebuetnlp/banglabert
79868	None	Little to None	None	csebuetnlp/banglabert
516666	Abusive	Little to None	Individual	csebuetnlp/banglabert
723962	None	Little to None	None	csebuetnlp/banglabert
14579	Abusive	Mild	Organization	csebuetnlp/banglabert
257737	None	Little to None	None	csebuetnlp/banglabert
540902	None	Little to None	None	csebuetnlp/banglabert
508957	Abusive	Severe	Organization	csebuetnlp/banglabert
41334	Abusive	Little to None	None	csebuetnlp/banglabert
465546	Abusive	Little to None	Community	csebuetnlp/banglabert
526152	None	Little to None	None	csebuetnlp/banglabert
282038	Abusive	Severe	Community	csebuetnlp/banglabert
911747	Profane	Severe	Individual	csebuetnlp/banglabert
709732	None	Little to None	None	csebuetnlp/banglabert
151980	Abusive	Little to None	Organization	csebuetnlp/banglabert
257257	Abusive	Little to None	Individual	csebuetnlp/banglabert
843966	Abusive	Little to None	None	csebuetnlp/banglabert
464017	None	Little to None	None	csebuetnlp/banglabert
619782	None	Little to None	None	csebuetnlp/banglabert
284724	None	Little to None	None	csebuetnlp/banglabert
134346	None	Little to None	None	csebuetnlp/banglabert
255352	None	Little to None	None	csebuetnlp/banglabert
483319	None	Little to None	None	csebuetnlp/banglabert
540781	None	Little to None	None	csebuetnlp/banglabert
339456	None	Little to None	None	csebuetnlp/banglabert
193515	None	Little to None	None	csebuetnlp/banglabert
493695	Political Hate	Mild	Organization	csebuetnlp/banglabert
627681	None	Little to None	None	csebuetnlp/banglabert
756726	Abusive	Mild	Community	csebuetnlp/banglabert
405826	None	Little to None	None	csebuetnlp/banglabert
815800	None	Little to None	None	csebuetnlp/banglabert
774003	None	Little to None	None	csebuetnlp/banglabert
928355	None	Little to None	None	csebuetnlp/banglabert
105802	None	Little to None	None	csebuetnlp/banglabert
849930	Abusive	Mild	Organization	csebuetnlp/banglabert
314150	Profane	Severe	Individual	csebuetnlp/banglabert
118315	None	Little to None	None	csebuetnlp/banglabert
594020	None	Little to None	None	csebuetnlp/banglabert
930997	None	Little to None	None	csebuetnlp/banglabert
878173	None	Little to None	None	csebuetnlp/banglabert
745693	Abusive	Little to None	Individual	csebuetnlp/banglabert
88560	None	Little to None	None	csebuetnlp/banglabert
837331	Profane	Severe	Individual	csebuetnlp/banglabert
313856	Abusive	Mild	Organization	csebuetnlp/banglabert
721573	None	Little to None	None	csebuetnlp/banglabert
885365	None	Little to None	None	csebuetnlp/banglabert
548204	Abusive	Little to None	Society	csebuetnlp/banglabert
377118	Abusive	Severe	Individual	csebuetnlp/banglabert
649908	None	Little to None	None	csebuetnlp/banglabert
626634	None	Little to None	None	csebuetnlp/banglabert
719540	None	Little to None	None	csebuetnlp/banglabert
155405	None	Little to None	None	csebuetnlp/banglabert
625156	Political Hate	Severe	Organization	csebuetnlp/banglabert
731578	Political Hate	Mild	Individual	csebuetnlp/banglabert
248789	None	Little to None	None	csebuetnlp/banglabert
812915	None	Little to None	None	csebuetnlp/banglabert
639994	Political Hate	Mild	Organization	csebuetnlp/banglabert
243292	None	Little to None	None	csebuetnlp/banglabert
308220	None	Little to None	None	csebuetnlp/banglabert
411431	None	Little to None	None	csebuetnlp/banglabert
418309	Profane	Severe	Community	csebuetnlp/banglabert
619262	None	Little to None	None	csebuetnlp/banglabert
564804	Political Hate	Mild	Organization	csebuetnlp/banglabert
506045	Abusive	Severe	Organization	csebuetnlp/banglabert
81503	None	Little to None	None	csebuetnlp/banglabert
268827	Abusive	Mild	Individual	csebuetnlp/banglabert
909369	None	Little to None	None	csebuetnlp/banglabert
803096	None	Little to None	None	csebuetnlp/banglabert
583923	None	Little to None	None	csebuetnlp/banglabert
493493	Abusive	Little to None	None	csebuetnlp/banglabert
890157	Abusive	Little to None	Individual	csebuetnlp/banglabert
225488	Political Hate	Severe	Organization	csebuetnlp/banglabert
291584	None	Little to None	None	csebuetnlp/banglabert
7001	Abusive	Little to None	Individual	csebuetnlp/banglabert
848619	None	Little to None	None	csebuetnlp/banglabert
873544	None	Little to None	None	csebuetnlp/banglabert
871485	None	Little to None	None	csebuetnlp/banglabert
515296	None	Little to None	None	csebuetnlp/banglabert
17928	Abusive	Mild	Individual	csebuetnlp/banglabert
799555	Profane	Severe	Individual	csebuetnlp/banglabert
906324	Political Hate	Little to None	Individual	csebuetnlp/banglabert
416633	None	Little to None	None	csebuetnlp/banglabert
936028	None	Little to None	None	csebuetnlp/banglabert
938949	None	Little to None	None	csebuetnlp/banglabert
120599	None	Little to None	None	csebuetnlp/banglabert
743154	None	Little to None	None	csebuetnlp/banglabert
588338	None	Little to None	None	csebuetnlp/banglabert
278691	Abusive	Little to None	None	csebuetnlp/banglabert
209557	None	Little to None	None	csebuetnlp/banglabert
572974	Political Hate	Severe	Organization	csebuetnlp/banglabert
707146	Abusive	Little to None	Individual	csebuetnlp/banglabert
682574	None	Little to None	None	csebuetnlp/banglabert
897946	None	Little to None	None	csebuetnlp/banglabert
594930	Political Hate	Mild	Organization	csebuetnlp/banglabert
177580	None	Little to None	None	csebuetnlp/banglabert
446305	Political Hate	Mild	Society	csebuetnlp/banglabert
642522	None	Little to None	None	csebuetnlp/banglabert
710229	None	Little to None	None	csebuetnlp/banglabert
109650	Political Hate	Mild	Organization	csebuetnlp/banglabert
166059	None	Little to None	None	csebuetnlp/banglabert
324766	Profane	Severe	Individual	csebuetnlp/banglabert
274593	Political Hate	Mild	Organization	csebuetnlp/banglabert
732149	None	Little to None	None	csebuetnlp/banglabert
922697	None	Little to None	None	csebuetnlp/banglabert
436440	None	Little to None	None	csebuetnlp/banglabert
147243	None	Little to None	None	csebuetnlp/banglabert
113041	Political Hate	Little to None	Organization	csebuetnlp/banglabert
136214	None	Little to None	None	csebuetnlp/banglabert
459985	None	Little to None	None	csebuetnlp/banglabert
14811	None	Little to None	None	csebuetnlp/banglabert
87990	Abusive	Mild	Organization	csebuetnlp/banglabert
888281	None	Little to None	None	csebuetnlp/banglabert
142305	None	Little to None	None	csebuetnlp/banglabert
40807	None	Little to None	None	csebuetnlp/banglabert
379491	None	Little to None	None	csebuetnlp/banglabert
748378	Abusive	Mild	Community	csebuetnlp/banglabert
189272	Abusive	Mild	Individual	csebuetnlp/banglabert
462995	Political Hate	Mild	Organization	csebuetnlp/banglabert
238640	Abusive	Mild	Individual	csebuetnlp/banglabert
624763	Political Hate	Mild	Organization	csebuetnlp/banglabert
132838	None	Little to None	None	csebuetnlp/banglabert
936999	None	Little to None	None	csebuetnlp/banglabert
478162	None	Little to None	None	csebuetnlp/banglabert
836153	Abusive	Severe	Individual	csebuetnlp/banglabert
191692	Abusive	Mild	Organization	csebuetnlp/banglabert
144991	Abusive	Mild	Community	csebuetnlp/banglabert
575280	Abusive	Little to None	None	csebuetnlp/banglabert
767542	Abusive	Severe	Community	csebuetnlp/banglabert
938392	None	Little to None	None	csebuetnlp/banglabert
625756	None	Little to None	None	csebuetnlp/banglabert
591958	None	Little to None	None	csebuetnlp/banglabert
777873	None	Little to None	None	csebuetnlp/banglabert
382296	None	Little to None	None	csebuetnlp/banglabert
853958	Abusive	Mild	Individual	csebuetnlp/banglabert
689376	None	Little to None	None	csebuetnlp/banglabert
667476	Abusive	Mild	Organization	csebuetnlp/banglabert
555124	None	Little to None	None	csebuetnlp/banglabert
553769	Abusive	Little to None	Community	csebuetnlp/banglabert
779775	None	Little to None	None	csebuetnlp/banglabert
175226	None	Little to None	None	csebuetnlp/banglabert
221245	Political Hate	Mild	Organization	csebuetnlp/banglabert
357659	None	Little to None	None	csebuetnlp/banglabert
19345	None	Little to None	None	csebuetnlp/banglabert
359530	Political Hate	Mild	Society	csebuetnlp/banglabert
897931	None	Little to None	None	csebuetnlp/banglabert
730685	None	Little to None	None	csebuetnlp/banglabert
112406	Political Hate	Mild	Organization	csebuetnlp/banglabert
931965	None	Little to None	None	csebuetnlp/banglabert
237018	None	Little to None	None	csebuetnlp/banglabert
448776	None	Little to None	None	csebuetnlp/banglabert
85034	Abusive	Little to None	None	csebuetnlp/banglabert
311670	Abusive	Severe	Community	csebuetnlp/banglabert
441297	Profane	Severe	Individual	csebuetnlp/banglabert
517000	None	Little to None	None	csebuetnlp/banglabert
96319	Political Hate	Severe	Individual	csebuetnlp/banglabert
418882	None	Little to None	None	csebuetnlp/banglabert
155075	None	Little to None	None	csebuetnlp/banglabert
12231	None	Little to None	None	csebuetnlp/banglabert
413056	Abusive	Mild	Individual	csebuetnlp/banglabert
907236	None	Little to None	None	csebuetnlp/banglabert
604934	Political Hate	Mild	Organization	csebuetnlp/banglabert
838580	Abusive	Severe	Individual	csebuetnlp/banglabert
717687	None	Little to None	None	csebuetnlp/banglabert
197189	Political Hate	Little to None	Society	csebuetnlp/banglabert
855820	Profane	Severe	Individual	csebuetnlp/banglabert
182568	None	Little to None	None	csebuetnlp/banglabert
320842	None	Little to None	None	csebuetnlp/banglabert
879729	None	Little to None	None	csebuetnlp/banglabert
14189	Political Hate	Mild	Society	csebuetnlp/banglabert
740123	None	Little to None	None	csebuetnlp/banglabert
286498	Profane	Severe	Individual	csebuetnlp/banglabert
453161	None	Little to None	None	csebuetnlp/banglabert
698304	None	Little to None	None	csebuetnlp/banglabert
569119	None	Little to None	None	csebuetnlp/banglabert
395594	None	Little to None	None	csebuetnlp/banglabert
540215	None	Little to None	None	csebuetnlp/banglabert
771499	None	Little to None	None	csebuetnlp/banglabert
18282	None	Little to None	None	csebuetnlp/banglabert
438340	Abusive	Little to None	None	csebuetnlp/banglabert
750831	None	Little to None	None	csebuetnlp/banglabert
422062	None	Little to None	None	csebuetnlp/banglabert
252381	None	Little to None	None	csebuetnlp/banglabert
128299	Abusive	Severe	Individual	csebuetnlp/banglabert
82059	Political Hate	Mild	Organization	csebuetnlp/banglabert
440675	Abusive	Little to None	None	csebuetnlp/banglabert
303717	Abusive	Little to None	None	csebuetnlp/banglabert
799599	None	Little to None	None	csebuetnlp/banglabert
460943	None	Little to None	None	csebuetnlp/banglabert
385684	None	Little to None	None	csebuetnlp/banglabert
279316	None	Little to None	None	csebuetnlp/banglabert
775008	None	Little to None	None	csebuetnlp/banglabert
591611	None	Little to None	None	csebuetnlp/banglabert
381277	None	Little to None	None	csebuetnlp/banglabert
784997	None	Little to None	None	csebuetnlp/banglabert
491267	None	Little to None	None	csebuetnlp/banglabert
899392	Abusive	Mild	Individual	csebuetnlp/banglabert
12717	Abusive	Little to None	Society	csebuetnlp/banglabert
494312	None	Little to None	None	csebuetnlp/banglabert
103228	Political Hate	Mild	Organization	csebuetnlp/banglabert
295335	None	Little to None	None	csebuetnlp/banglabert
316645	None	Little to None	None	csebuetnlp/banglabert
645657	Abusive	Mild	Organization	csebuetnlp/banglabert
205048	Political Hate	Severe	Organization	csebuetnlp/banglabert
169403	Abusive	Little to None	Community	csebuetnlp/banglabert
471808	Abusive	Little to None	None	csebuetnlp/banglabert
548377	Abusive	Little to None	Individual	csebuetnlp/banglabert
574374	Political Hate	Mild	Organization	csebuetnlp/banglabert
376266	None	Little to None	None	csebuetnlp/banglabert
137128	None	Little to None	None	csebuetnlp/banglabert
84681	Abusive	Little to None	Organization	csebuetnlp/banglabert
869682	None	Little to None	None	csebuetnlp/banglabert
522322	Profane	Severe	Individual	csebuetnlp/banglabert
620454	None	Little to None	None	csebuetnlp/banglabert
902649	None	Little to None	None	csebuetnlp/banglabert
69156	None	Little to None	None	csebuetnlp/banglabert
821418	None	Little to None	None	csebuetnlp/banglabert
299047	None	Little to None	None	csebuetnlp/banglabert
470685	None	Little to None	None	csebuetnlp/banglabert
174808	Political Hate	Mild	Organization	csebuetnlp/banglabert
926452	None	Little to None	None	csebuetnlp/banglabert
875164	None	Little to None	None	csebuetnlp/banglabert
365347	Profane	Severe	Community	csebuetnlp/banglabert
836477	Abusive	Severe	Individual	csebuetnlp/banglabert
905476	None	Little to None	None	csebuetnlp/banglabert
936688	None	Little to None	None	csebuetnlp/banglabert
560260	Political Hate	Mild	Organization	csebuetnlp/banglabert
412196	None	Little to None	None	csebuetnlp/banglabert
520253	None	Little to None	None	csebuetnlp/banglabert
2167	Abusive	Severe	Individual	csebuetnlp/banglabert
779149	Political Hate	Mild	Individual	csebuetnlp/banglabert
914749	None	Little to None	None	csebuetnlp/banglabert
190492	None	Little to None	None	csebuetnlp/banglabert
179549	None	Little to None	None	csebuetnlp/banglabert
32044	Profane	Severe	Individual	csebuetnlp/banglabert
313219	None	Little to None	None	csebuetnlp/banglabert
621571	Abusive	Little to None	Individual	csebuetnlp/banglabert
937290	None	Little to None	None	csebuetnlp/banglabert
308142	None	Little to None	None	csebuetnlp/banglabert
815069	None	Little to None	None	csebuetnlp/banglabert
186811	Political Hate	Mild	Organization	csebuetnlp/banglabert
771777	None	Little to None	None	csebuetnlp/banglabert
33082	None	Little to None	None	csebuetnlp/banglabert
403175	Political Hate	Mild	Society	csebuetnlp/banglabert
482237	None	Little to None	None	csebuetnlp/banglabert
167408	Political Hate	Mild	Organization	csebuetnlp/banglabert
424508	Abusive	Mild	Organization	csebuetnlp/banglabert
466439	None	Little to None	None	csebuetnlp/banglabert
804184	Abusive	Mild	Community	csebuetnlp/banglabert
889384	Abusive	Little to None	None	csebuetnlp/banglabert
80815	Political Hate	Severe	Organization	csebuetnlp/banglabert
343649	Abusive	Mild	Organization	csebuetnlp/banglabert
358043	None	Little to None	None	csebuetnlp/banglabert
612105	Political Hate	Mild	Individual	csebuetnlp/banglabert
62235	None	Little to None	Individual	csebuetnlp/banglabert
214701	None	Little to None	None	csebuetnlp/banglabert
864286	Abusive	Severe	Individual	csebuetnlp/banglabert
33526	None	Little to None	None	csebuetnlp/banglabert
461360	Abusive	Little to None	None	csebuetnlp/banglabert
637121	Abusive	Severe	Individual	csebuetnlp/banglabert
539351	None	Little to None	None	csebuetnlp/banglabert
442711	Profane	Severe	Individual	csebuetnlp/banglabert
854642	Profane	Severe	Community	csebuetnlp/banglabert
380082	None	Little to None	None	csebuetnlp/banglabert
262039	None	Little to None	None	csebuetnlp/banglabert
131765	None	Little to None	None	csebuetnlp/banglabert
461120	None	Little to None	None	csebuetnlp/banglabert
486207	Abusive	Little to None	Individual	csebuetnlp/banglabert
585797	None	Little to None	None	csebuetnlp/banglabert
347925	None	Little to None	None	csebuetnlp/banglabert
149746	None	Little to None	None	csebuetnlp/banglabert
648789	None	Little to None	None	csebuetnlp/banglabert
827712	None	Little to None	None	csebuetnlp/banglabert
289491	None	Little to None	None	csebuetnlp/banglabert
114350	Abusive	Little to None	None	csebuetnlp/banglabert
647470	Abusive	Mild	Organization	csebuetnlp/banglabert
628702	Political Hate	Mild	Organization	csebuetnlp/banglabert
333078	Abusive	Little to None	Individual	csebuetnlp/banglabert
194388	Political Hate	Little to None	None	csebuetnlp/banglabert
403332	None	Little to None	None	csebuetnlp/banglabert
261772	None	Little to None	None	csebuetnlp/banglabert
562636	Political Hate	Little to None	None	csebuetnlp/banglabert
497449	None	Little to None	None	csebuetnlp/banglabert
578764	Political Hate	Mild	Organization	csebuetnlp/banglabert
843620	None	Little to None	None	csebuetnlp/banglabert
152036	None	Little to None	None	csebuetnlp/banglabert
406570	None	Little to None	None	csebuetnlp/banglabert
288559	None	Little to None	None	csebuetnlp/banglabert
483883	Political Hate	Severe	Organization	csebuetnlp/banglabert
913373	None	Little to None	None	csebuetnlp/banglabert
927437	None	Little to None	None	csebuetnlp/banglabert
269342	None	Little to None	None	csebuetnlp/banglabert
885094	None	Little to None	None	csebuetnlp/banglabert
721480	None	Little to None	None	csebuetnlp/banglabert
849005	Abusive	Little to None	None	csebuetnlp/banglabert
498494	None	Little to None	None	csebuetnlp/banglabert
476169	None	Little to None	None	csebuetnlp/banglabert
450992	Abusive	Little to None	None	csebuetnlp/banglabert
237824	None	Little to None	None	csebuetnlp/banglabert
616971	None	Little to None	None	csebuetnlp/banglabert
503134	None	Little to None	None	csebuetnlp/banglabert
300697	Abusive	Little to None	None	csebuetnlp/banglabert
341752	None	Little to None	None	csebuetnlp/banglabert
389232	None	Little to None	None	csebuetnlp/banglabert
165711	None	Little to None	None	csebuetnlp/banglabert
595882	None	Little to None	None	csebuetnlp/banglabert
461321	None	Little to None	None	csebuetnlp/banglabert
